id,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
36004,Nevada City,1941,56,NA,5.9,13,0,0,4.5,14.5,4.5,34.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
36005,Nevada Smith,1966,128,NA,6.8,626,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
36006,"Nevadan, The",1950,81,NA,5.4,48,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
36007,Never Again,2001,98,500000,5.7,309,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,1,0
36008,Never Again! The Story of a Speeder Cop.,1916,2,NA,4.4,24,14.5,4.5,4.5,34.5,14.5,4.5,4.5,0,4.5,4.5,,0,1,1,0,0,0,1
36009,Never Among Friends,2002,78,7000,6.4,73,4.5,4.5,0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,,0,0,1,1,0,1,0
36010,Never Been Kissed,1999,107,NA,5.7,10767,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
36011,Never Been Thawed,2005,87,35000,5.3,40,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,1,0,0,0,0
36012,Never Cry Wolf,1983,91,NA,7.3,1225,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
36013,Never Die Alone,2004,88,NA,5.1,845,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
36014,Never Ever,1996,110,NA,4.8,49,14.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
36015,Never Fear,1949,82,NA,6.5,5,0,0,0,0,24.5,24.5,44.5,0,0,24.5,,0,0,0,1,0,0,0
36016,Never Get Outta the Boat,2002,97,NA,4.7,34,4.5,0,4.5,4.5,4.5,14.5,4.5,4.5,4.5,44.5,R,0,0,0,1,0,0,0
36017,Never Give a Sucker an Even Break,1941,71,NA,7.8,299,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
36018,Never Kick a Woman,1936,6,NA,6.4,18,0,0,14.5,0,0,24.5,14.5,4.5,0,45.5,,0,1,1,0,0,0,1
36019,Never Let Go,1960,90,NA,6.6,55,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
36020,Never Let Me Go,1953,69,1500000,5.4,76,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
36021,Never Met Picasso,1996,97,NA,5.6,45,14.5,0,4.5,14.5,4.5,4.5,14.5,4.5,4.5,34.5,,0,0,0,0,0,1,0
36022,Never Play with the Dead,2001,80,NA,3.8,6,14.5,0,14.5,14.5,0,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
36023,Never Say Die,1939,82,NA,6.7,42,0,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
36024,Never Say Die,1988,90,NA,4.9,43,0,4.5,14.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,1,0,1,0,0,0,0
36025,Never Say Die,1995,96,NA,3.4,45,14.5,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,0,,1,0,0,1,0,0,0
36026,Never Say Goodbye,1946,94,NA,6,65,0,4.5,0,4.5,4.5,34.5,14.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
36027,Never Say Goodbye,1956,96,NA,5.7,73,0,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,1,0
36028,Never Say Never Again,1983,121,36000000,6.1,7537,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
36029,Never Say Pink Furry Die,1992,11,NA,6.1,6,0,14.5,0,14.5,14.5,0,34.5,14.5,0,0,,0,0,0,0,0,0,1
36030,Never So Deep,1981,87,NA,5.6,35,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,4.5,24.5,,0,0,0,0,0,0,0
36031,Never So Few,1959,125,NA,5.8,251,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
36032,Never Sock a Baby,1939,6,NA,5.9,8,0,0,24.5,0,14.5,14.5,24.5,0,0,24.5,,0,1,1,0,0,0,1
36033,Never Steal Anything Small,1959,94,NA,5.7,48,0,0,4.5,4.5,24.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
36034,Never Take Sweets from a Stranger,1960,81,NA,4.8,17,14.5,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
36035,Never Talk to Strangers,1995,86,NA,4.7,1132,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
36036,Never Too Late,1965,105,NA,5.9,69,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,1,0,0,0,0
36037,Never Too Late,1997,96,NA,6,39,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,0,14.5,PG,0,0,1,1,0,0,0
36038,Never Too Young to Die,1986,92,NA,3.2,162,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,1,0,0,1,0,0,0
36039,Never Too Young to Rock,1975,99,NA,4.8,6,14.5,34.5,0,14.5,0,0,0,0,0,34.5,,0,0,0,0,0,0,0
36040,Never Wave at a WAC,1952,87,NA,6.6,21,0,0,4.5,4.5,14.5,24.5,34.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
36041,Never Weaken,1921,19,NA,8.3,91,4.5,0,0,4.5,0,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,1
36042,Never a Dull Moment,1950,89,NA,5.6,49,4.5,4.5,0,4.5,14.5,34.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
36043,Never a Dull Moment,1968,99,NA,5.4,69,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
36044,Never a Tender Moment,1979,28,NA,6.7,5,0,0,0,24.5,0,0,24.5,0,24.5,44.5,,0,0,0,0,0,0,0
36045,Never on Tuesday,1988,90,NA,4.4,122,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
36046,"NeverEnding Story II: The Next Chapter, The",1990,89,36000000,4.3,1873,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
36047,"NeverEnding Story III, The",1994,95,17000000,3,674,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
36048,Nevera po slovensky I-II,1981,143,NA,6.1,27,0,0,0,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
36049,Neverland,2003,83,NA,6.3,91,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
36050,Neverland: The Rise and Fall of the Symbionese Liberation Army,2004,86,NA,7,88,4.5,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
36051,Neveroyatnye priklyucheniya italyantsev v Rossii,1973,104,NA,7.3,153,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,1,0,0,0,0
36052,Neverthought,2003,10,NA,8.5,6,0,0,0,0,0,0,0,45.5,45.5,0,,0,0,0,0,0,0,1
36053,"Neveu de Beethoven, Le",1985,103,NA,5,28,0,14.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
36054,Nevinost bez zastite,1968,75,NA,6.8,31,4.5,4.5,4.5,0,14.5,4.5,4.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
36055,New Adventures of Get Rich Quick Wallingford,1931,95,NA,6.3,5,0,0,0,24.5,24.5,24.5,24.5,24.5,0,0,,0,0,1,0,0,0,0
36056,"New Adventures of Pinocchio, The",1999,94,10000000,4.7,106,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
36057,"New Adventures of Pippi Longstocking, The",1988,100,NA,4.5,376,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
36058,"New Age, The",1994,112,NA,5.7,328,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
36059,New Alcatraz,2002,96,NA,3.3,268,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
36060,New Apartment.,2000,2,NA,4.5,10,24.5,0,0,14.5,14.5,34.5,0,0,14.5,24.5,,0,0,1,0,0,0,1
36061,New Barbarians,1990,79,NA,5.2,10,0,0,14.5,0,14.5,34.5,0,44.5,0,14.5,,0,0,0,0,0,0,0
36062,"New Barbarians 2, The",1990,79,NA,6.7,7,0,0,0,0,14.5,14.5,24.5,0,24.5,14.5,,0,0,0,0,0,0,0
36063,New Best Friend,2002,91,NA,5.2,730,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
36064,New Blood,1999,98,NA,5.3,282,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
36065,"New Centurions, The",1972,103,NA,6.6,225,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
36066,New Crime City,1994,86,NA,2.8,38,14.5,14.5,14.5,14.5,14.5,4.5,0,4.5,4.5,14.5,,1,0,0,0,0,0,0
36067,New Delhi,1956,176,NA,8.6,5,0,0,0,0,0,0,24.5,24.5,44.5,24.5,,0,0,1,0,0,0,0
36068,New Delhi Times,1986,123,NA,8.4,13,0,0,0,0,0,0,24.5,0,34.5,44.5,,0,0,0,1,0,0,0
36069,"New Face of Debbie Harry, A",1982,30,NA,9,9,14.5,0,0,0,0,0,0,0,0,84.5,,0,0,0,0,1,0,1
36070,New Faces,1954,98,NA,5.1,24,0,4.5,4.5,4.5,24.5,14.5,24.5,4.5,0,4.5,,0,0,1,0,0,0,0
36071,New Faces of 1937,1937,100,NA,4.9,32,0,14.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
36072,New Frontier,1939,57,NA,4.3,40,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,0,14.5,,0,0,0,0,0,0,0
36073,"New Frontier, The",1934,10,NA,5,9,14.5,14.5,14.5,14.5,14.5,14.5,34.5,0,0,0,,0,0,0,0,1,0,1
36074,"New Frontier, The",1935,60,NA,4,38,14.5,4.5,4.5,4.5,34.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
36075,"New Gods, The",1997,97,NA,1.4,17,24.5,4.5,0,0,0,0,14.5,0,14.5,44.5,,0,0,0,1,0,0,0
36076,New Guy,2003,85,55000,7.5,47,4.5,4.5,0,0,4.5,14.5,4.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
36077,"New Guy, The",2002,89,13000000,5.2,4266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
36078,"New Interns, The",1964,123,NA,5.7,37,0,0,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
36079,New Jack City,1991,97,8500000,6.1,3360,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
36080,"New Janitor, The",1914,16,NA,6,22,0,0,4.5,0,14.5,24.5,34.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
36081,New Jersey Drive,1995,98,5000000,5.4,348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
36082,"New Kids, The",1985,110,NA,5,188,4.5,4.5,4.5,4.5,24.5,4.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
36083,"New Kind of Love, A",1963,110,NA,5.7,185,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
36084,"New Leaf, A",1971,102,NA,7.1,480,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,1,0,0,1,0
36085,"New Life, A",1988,104,NA,5.5,126,4.5,0,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
36086,New Mexico,1951,76,NA,5.9,12,4.5,0,4.5,0,24.5,24.5,4.5,14.5,0,4.5,,0,0,0,0,0,0,0
36087,New Moon,1931,78,NA,5.9,34,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
36088,New Moon,1940,105,NA,6.8,96,4.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,1,0
36089,New Morals for Old,1932,75,NA,5.8,23,0,4.5,4.5,4.5,4.5,34.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
36090,"New Neighbor, The",1953,7,NA,8.5,33,4.5,0,0,0,0,4.5,24.5,14.5,24.5,14.5,,0,1,1,0,0,0,1
36091,New Nightmare,1994,107,NA,6.1,4189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
36092,New Orleans,1947,90,NA,6.6,62,0,0,4.5,4.5,4.5,24.5,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
36093,New Orleans Uncensored,1955,76,NA,4.7,6,0,14.5,0,14.5,14.5,0,34.5,0,0,14.5,,0,0,0,1,0,0,0
36094,New Port South,2001,95,NA,5,123,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0,0
36095,"New Romance of Celluloid: We Must Have Music, A",1942,11,NA,5.7,21,0,4.5,0,24.5,4.5,14.5,4.5,14.5,0,34.5,,0,0,0,0,0,0,1
36096,New Rose Hotel,1998,92,NA,4.3,929,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
36097,"New Spirit, The",1942,7,NA,6.6,32,0,0,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,1,1,1,1,0,1
36098,New Suit,2002,94,NA,5.8,66,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,24.5,R,0,0,1,0,0,0,0
36099,"New Swiss Family Robinson, The",1998,90,NA,4.6,142,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,0,0,0,0,0,0
36100,New Town Original,2005,86,NA,4.7,15,14.5,24.5,14.5,24.5,0,0,4.5,4.5,0,24.5,,0,0,0,1,0,0,0
36101,New Waterford Girl,1999,90,NA,6.7,562,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
36102,"New Way Home, A",2001,15,NA,8.6,5,0,0,0,0,0,0,44.5,0,24.5,44.5,,0,0,0,0,0,0,1
36103,"New Women, The",2001,89,NA,4.9,26,4.5,4.5,4.5,14.5,14.5,4.5,0,14.5,0,34.5,,0,0,1,0,0,0,0
36104,New World Disorder,1999,92,NA,4.1,305,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
36105,"New World, The",1982,30,NA,9.9,24,4.5,0,4.5,0,0,0,4.5,4.5,4.5,74.5,,0,0,0,0,0,0,1
36106,New Year's Day,1989,89,NA,5.1,70,14.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
36107,New Year's Eve,2002,16,NA,7.9,8,0,14.5,0,0,14.5,0,14.5,0,14.5,45.5,,0,0,0,0,0,1,1
36108,New Year's Evil,1981,90,NA,2.8,92,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
36109,New York Beat Movie,1981,75,NA,6.4,110,4.5,4.5,0,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,0,0
36110,New York City 'Ghetto' Fish Market,1903,2,NA,4.4,17,14.5,0,14.5,14.5,24.5,14.5,14.5,4.5,0,0,,0,0,0,0,1,0,1
36111,New York City... Come Visit the World,1998,14,NA,3.8,10,24.5,0,14.5,24.5,0,14.5,24.5,0,0,24.5,,0,0,0,0,1,0,1
36112,New York Confidential,1955,87,NA,6.9,15,0,0,4.5,0,0,34.5,4.5,24.5,0,24.5,,0,0,0,1,0,0,0
36113,New York Eye and Ear Control,1964,34,NA,5.5,6,14.5,0,0,34.5,0,14.5,0,14.5,0,14.5,,0,0,0,0,0,0,1
36114,New York Harbor Police Boat Patrol Capturing Pirates,1903,2,NA,3.9,8,0,0,24.5,34.5,0,14.5,24.5,0,0,0,,1,0,0,0,0,0,1
36115,"New York Hat, The",1912,16,NA,7.2,55,0,0,4.5,4.5,4.5,14.5,14.5,44.5,4.5,14.5,,0,0,0,1,0,0,1
36116,New York Lightboard Record,1961,9,NA,5.9,9,0,0,0,0,34.5,44.5,14.5,14.5,0,0,,0,1,0,0,1,0,1
36117,New York Nights,1929,82,NA,7.9,6,0,0,0,0,0,14.5,34.5,14.5,34.5,0,,0,0,0,1,0,0,0
36118,New York Nights,1984,103,NA,3.1,31,14.5,14.5,4.5,14.5,24.5,4.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
36119,New York Nights,1994,89,NA,2.8,33,14.5,24.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
36120,New York Stories,1989,124,15000000,6.1,2699,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
36121,New York Subway,1905,5,NA,5.2,31,4.5,4.5,0,14.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,1,0,1
36122,New York Vampire,1991,73,NA,7.4,7,24.5,0,0,0,0,0,0,0,0,74.5,,0,0,0,0,0,0,0
36123,New York Yankees (The Movie),1987,96,NA,8.4,24,14.5,0,0,4.5,0,4.5,24.5,0,14.5,34.5,,0,0,0,0,1,0,0
36124,New York chiama Superdrago,1966,95,NA,1.9,111,45.5,24.5,14.5,4.5,4.5,4.5,0,0,4.5,4.5,,0,0,0,0,0,0,0
36125,New York in the 50's,2001,72,NA,5.9,16,0,4.5,14.5,4.5,4.5,14.5,24.5,14.5,4.5,0,,0,0,0,0,1,0,0
36126,"New York, Broadway et Union Square",1896,1,NA,6,69,0,0,4.5,14.5,24.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,1,0,1
36127,"New York, N.Y.",1986,10,NA,6.5,9,0,0,0,24.5,0,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,1
36128,"New York, New York",1977,163,14000000,6.3,1616,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
36129,"New York, pont de Brooklyn",1896,1,NA,5.1,24,0,0,4.5,14.5,34.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,1,0,1
36130,"New Yorker, Le",1998,75,NA,5.7,6,34.5,0,0,0,0,34.5,0,0,0,34.5,,0,0,1,1,0,0,0
36131,New! Improved! Real-life American Fairy Tale,1992,90,NA,8.2,5,0,0,0,0,0,24.5,24.5,24.5,0,44.5,,0,0,0,0,0,0,0
36132,"Newcomers, The",2000,90,NA,4.7,61,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
36133,Newly Rich,1931,77,NA,6.3,10,0,0,0,14.5,14.5,14.5,34.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
36134,"Newman Shame, The",1977,93,NA,7.9,17,14.5,0,0,0,0,0,14.5,4.5,0,64.5,,0,0,0,0,0,0,0
36135,"Newman Shower, The",2001,25,NA,7.4,7,14.5,0,0,14.5,0,0,0,14.5,14.5,44.5,,0,0,1,0,0,0,1
36136,Newman's Law,1974,98,NA,5,30,4.5,4.5,14.5,4.5,24.5,34.5,14.5,4.5,0,0,,1,0,0,0,0,0,0
36137,News From Home,1977,85,NA,7,27,14.5,4.5,0,4.5,4.5,0,4.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
36138,News Hounds,1947,68,NA,6.3,23,0,0,0,0,14.5,14.5,4.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
36139,"News Parade of 1934!, The",1934,10,NA,6.2,9,0,0,14.5,0,14.5,14.5,45.5,14.5,0,0,,0,0,0,0,1,0,1
36140,News for the Church,2004,19,50000,8.7,15,0,14.5,0,0,0,0,4.5,0,0,84.5,,0,0,0,1,0,0,1
36141,NewsBreak,2000,94,NA,3.7,44,14.5,4.5,4.5,24.5,24.5,4.5,0,4.5,4.5,4.5,R,1,0,0,1,0,0,0
36142,Newsfront,1978,110,NA,6.8,105,0,0,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
36143,Newsies,1992,121,15000000,5.7,2997,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,,0,0,0,1,0,0,0
36144,"Newton Boys, The",1998,113,27000000,5.7,2003,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
36145,Next,1989,5,NA,6.7,47,4.5,0,4.5,0,4.5,4.5,24.5,14.5,4.5,34.5,,0,1,0,0,0,0,1
36146,Next Afternoon,2000,27,NA,4.6,5,44.5,0,0,24.5,0,0,24.5,0,0,24.5,,0,0,0,0,0,0,1
36147,"Next Best Thing, The",2000,108,25000000,4.7,3131,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
36148,"Next Big Thing, The",2001,87,NA,6,72,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,4.5,R,0,0,1,1,0,1,0
36149,Next Friday,2000,98,9500000,5.2,3457,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
36150,"Next Karate Kid, The",1994,107,NA,3.9,2019,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,1,1,0,0,0
36151,"Next Man, The",1976,103,NA,4.6,109,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
36152,"Next One, The",1984,105,NA,4.8,39,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
36153,"Next Step, The",1997,96,450000,4,21,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
36154,Next Stop Wonderland,1998,104,1000000,6.7,1467,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,1,0
36155,"Next Stop, Greenwich Village",1976,111,NA,6.6,305,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
36156,Next Time,1998,97,NA,6.7,30,4.5,0,4.5,4.5,0,0,34.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
36157,Next Time I Marry,1938,65,NA,6.4,31,0,0,0,4.5,4.5,34.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
36158,Next Time We Love,1936,87,NA,6.7,32,0,0,0,0,14.5,24.5,14.5,34.5,4.5,4.5,,0,0,0,1,0,1,0
36159,"Next Voice You Hear..., The",1950,83,NA,6.1,126,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
36160,Next of Kin,1942,102,NA,7.1,8,0,0,0,0,0,14.5,34.5,34.5,0,14.5,,0,0,0,1,0,0,0
36161,Next of Kin,1982,89,NA,4.4,42,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
36162,Next of Kin,1984,65,NA,7.3,158,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
36163,Next of Kin,1989,108,NA,4.9,1147,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
36164,Next to No Time,1959,93,NA,6.3,10,0,0,0,0,14.5,44.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
36165,Nexxt,2001,116,NA,5.9,23,4.5,4.5,4.5,0,4.5,14.5,4.5,4.5,14.5,24.5,,0,0,1,1,0,0,0
36166,Nez rouge,2003,110,NA,6.4,104,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,,0,0,1,0,0,1,0
36167,"Nez, Le",1963,11,NA,8,7,0,0,14.5,0,0,0,0,24.5,44.5,14.5,,0,1,0,0,0,0,1
36168,Nezha nao hai,1979,65,NA,8.8,12,0,0,0,0,0,0,0,24.5,14.5,45.5,,0,1,0,0,0,0,0
36169,Nezhnost',1967,83,NA,7.2,6,0,0,0,0,0,34.5,14.5,14.5,34.5,0,,0,0,0,0,0,1,0
36170,Nezhnyy vozrast,2001,130,NA,7.6,44,0,0,4.5,0,0,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
36171,Nezlobte dedecka,1934,74,NA,7.8,8,0,0,0,14.5,14.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
36172,Nezny barbar,1990,88,NA,8.2,20,4.5,0,0,0,0,14.5,14.5,24.5,24.5,34.5,,0,0,1,1,0,0,0
36173,Ng goh haak gwai dik siu nin,2002,95,NA,6.2,11,4.5,0,4.5,4.5,14.5,4.5,24.5,4.5,0,4.5,,0,0,1,0,0,0,0
36174,Ngati,1987,92,NA,4.3,20,0,0,14.5,0,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
36175,Ngau wan gong tau,1976,89,NA,4.7,12,0,4.5,4.5,4.5,4.5,0,4.5,0,0,45.5,,0,0,0,0,0,0,0
36176,Ngayong nandito ka,2003,110,NA,8.3,7,0,0,0,0,14.5,14.5,14.5,0,0,45.5,,0,0,0,1,0,1,0
36177,Ngo dik yeh man tung hok,2001,94,NA,6.3,59,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,4.5,,1,0,1,0,0,0,0
36178,Ngo si sui,1998,108,NA,6.5,2867,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,1,0,0,0,0
36179,Nha fala,2002,110,NA,7.3,32,0,4.5,0,4.5,0,24.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
36180,"Ni de aqui, ni de alla",1988,93,NA,3.5,6,34.5,0,0,14.5,0,14.5,34.5,0,0,0,,0,0,1,1,0,0,0
36181,Ni ju-seiki shonen dokuhon,1989,106,NA,5.4,20,0,0,4.5,4.5,4.5,4.5,24.5,34.5,4.5,24.5,,0,0,0,1,0,0,0
36182,Ni liv,1957,96,NA,7.7,172,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,1,0,0,1,0,0,0
